DATE,Year,Month,households,subsidies,urban_popln,const_price,new_const_units,income,interest_rate,gdp,unemployment_rate,home_prices
1974-04-01,1974,4.0,,,,54.4,,,,,,
1974-05-01,1974,5.0,,,,55.8,,,,,,
1974-06-01,1974,6.0,,,,56.6,,,,,,
1974-07-01,1974,7.0,,,,57.7,,,,,,
1974-08-01,1974,8.0,,,,58.5,,,,,,
1974-09-01,1974,9.0,,,,58.8,,,,,,
1974-10-01,1974,10.0,,,,58.1,,,,,,
1974-11-01,1974,11.0,,,,57.9,,,,,,
1974-12-01,1974,12.0,,,,58.0,,,,,,
1975-01-01,1975,1.0,,,,58.8,,,,,,
1975-02-01,1975,2.0,,,,59.6,,,,,,
1975-03-01,1975,3.0,,,,59.6,,,,,,
1975-04-01,1975,4.0,,,,60.1,,,,,,
1975-05-01,1975,5.0,,,,60.8,,,,,,
1975-06-01,1975,6.0,,,,60.6,,,,,,
1975-07-01,1975,7.0,,,,60.5,,,,,,
1975-08-01,1975,8.0,,,,60.6,,,,,,
1975-09-01,1975,9.0,,,,60.7,,,,,,
1975-10-01,1975,10.0,,,,61.1,,,,,,
1975-11-01,1975,11.0,,,,61.0,,,,,,
1975-12-01,1975,12.0,,,,61.6,,,,,,
1976-01-01,1976,1.0,,,,62.5,,,,,,
1976-02-01,1976,2.0,,,,63.1,,,,,,
1976-03-01,1976,3.0,,,,64.0,,,,,,
1976-04-01,1976,4.0,,,,64.3,,,,,,
1976-05-01,1976,5.0,,,,64.5,,,,,,
1976-06-01,1976,6.0,,,,64.5,,,,,,
1976-07-01,1976,7.0,,,,65.2,,,,,,
1976-08-01,1976,8.0,,,,65.9,,,,,,
1976-09-01,1976,9.0,,,,66.7,,,,,,
1976-10-01,1976,10.0,,,,66.9,,,,,,
1976-11-01,1976,11.0,,,,66.9,,,,,,
1976-12-01,1976,12.0,,,,68.0,,,,,,
1977-01-01,1977,1.0,,,,68.2,,,,,,
1977-02-01,1977,2.0,,,,68.5,,,,,,
1977-03-01,1977,3.0,,,,69.2,,,,,,
1977-04-01,1977,4.0,,,,69.8,,,,,,
1977-05-01,1977,5.0,,,,70.0,,,,,,
1977-06-01,1977,6.0,,,,70.2,,,,,,
1977-07-01,1977,7.0,,,,71.4,,,,,,
1977-08-01,1977,8.0,,,,72.3,,,,,,
1977-09-01,1977,9.0,,,,73.5,,,,,,
1977-10-01,1977,10.0,,,,73.1,,,,,,
1977-11-01,1977,11.0,,,,72.9,,,,,,
1977-12-01,1977,12.0,,,,73.5,,,,,,
1978-01-01,1978,1.0,,,,74.9,,,,,,
1978-02-01,1978,2.0,,,,76.3,,,,,,
1978-03-01,1978,3.0,,,,77.1,,,,,,
1978-04-01,1978,4.0,,,,78.0,,,,,,
1978-05-01,1978,5.0,,,,78.5,,,,,,
1978-06-01,1978,6.0,,,,79.3,,,,,,
1978-07-01,1978,7.0,,,,79.6,,,,,,
1978-08-01,1978,8.0,,,,80.6,,,,,,
1978-09-01,1978,9.0,,,,80.9,,,,,,
1978-10-01,1978,10.0,,,,81.3,,,,,,
1978-11-01,1978,11.0,,,,82.2,,,,,,
1978-12-01,1978,12.0,,,,82.3,,,,,,
1979-01-01,1979,1.0,,,,83.8,,,,,,
1979-02-01,1979,2.0,,,,84.8,,,,,,
1979-03-01,1979,3.0,,,,85.7,,,,,,
1979-04-01,1979,4.0,,,,86.8,,,,,,
1979-05-01,1979,5.0,,,,86.9,,,,,,
1979-06-01,1979,6.0,,,,86.9,,,,,,
1979-07-01,1979,7.0,,,,87.6,,,,,,
1979-08-01,1979,8.0,,,,88.3,,,,,,
1979-09-01,1979,9.0,,,,89.1,,,,,,
1979-10-01,1979,10.0,,,,89.7,,,,,,
1979-11-01,1979,11.0,,,,89.1,,,,,,
1979-12-01,1979,12.0,,,,88.7,,,,,,
1980-01-01,1980,1.0,,,,90.0,,,,,,
1980-02-01,1980,2.0,,,,91.2,,,,,,
1980-03-01,1980,3.0,,,,92.0,,,,,,
1980-04-01,1980,4.0,,,,91.1,,,,,,
1980-05-01,1980,5.0,,,,90.9,,,,,,
1980-06-01,1980,6.0,,,,91.7,,,,,,
1980-07-01,1980,7.0,,,,92.7,,,,,,
1980-08-01,1980,8.0,,,,93.6,,,,,,
1980-09-01,1980,9.0,,,,93.5,,,,,,
1980-10-01,1980,10.0,,,,93.7,,,,,,
1980-11-01,1980,11.0,,,,94.4,,,,,,
1980-12-01,1980,12.0,,,,95.2,,,,,,
1981-01-01,1981,1.0,,,,96.0,,,,,,
1981-02-01,1981,2.0,,,,96.2,,,,,,
1981-03-01,1981,3.0,,,,97.0,,,,,,
1981-04-01,1981,4.0,,,,98.6,,,,,,
1981-05-01,1981,5.0,,,,98.7,,,,,,
1981-06-01,1981,6.0,,,,99.0,,,,,,
1981-07-01,1981,7.0,,,,99.2,,,,,,
1981-08-01,1981,8.0,,,,99.1,,,,,,
1981-09-01,1981,9.0,,,,98.7,,,,,,
1981-10-01,1981,10.0,,,,98.8,,,,,,
1981-11-01,1981,11.0,,,,98.6,,,,,,
1981-12-01,1981,12.0,,,,99.0,,,,,,
1982-01-01,1982,1.0,,,,99.5,,,,,,
1982-02-01,1982,2.0,,,,99.6,,,,,,
1982-03-01,1982,3.0,,,,99.8,,,,,,
1982-04-01,1982,4.0,,,,100.1,,,,,,
1982-05-01,1982,5.0,,,,100.1,,,,,,
1982-06-01,1982,6.0,,,,100.5,,,,,,
1982-07-01,1982,7.0,,,,100.4,,,,,,
1982-08-01,1982,8.0,,,,100.1,,,,,,
1982-09-01,1982,9.0,,,,100.1,,,,,,
1982-10-01,1982,10.0,,,,100.0,,,,,,
1982-11-01,1982,11.0,,,,99.9,,,,,,
1982-12-01,1982,12.0,,,,100.0,,,,,,
1983-01-01,1983,1.0,,,,100.8,,,,,,
1983-02-01,1983,2.0,,,,102.3,,,,,,
1983-03-01,1983,3.0,,,,102.4,,,,,,
1983-04-01,1983,4.0,,,,102.8,,,,,,
1983-05-01,1983,5.0,,,,103.0,,,,,,
1983-06-01,1983,6.0,,,,103.7,,,,,,
1983-07-01,1983,7.0,,,,103.9,,,,,,
1983-08-01,1983,8.0,,,,104.1,,,,,,
1983-09-01,1983,9.0,,,,104.1,,,,,,
1983-10-01,1983,10.0,,,,104.3,,,,,,
1983-11-01,1983,11.0,,,,104.3,,,,,,
1983-12-01,1983,12.0,,,,104.6,,,,,,
1984-01-01,1984,1.0,,,,105.0,,,,,,
1984-02-01,1984,2.0,,,,105.9,,,,,,
1984-03-01,1984,3.0,,,,106.4,,,,,,
1984-04-01,1984,4.0,,,,106.6,,,,,,
1984-05-01,1984,5.0,,,,106.3,,,,,,
1984-06-01,1984,6.0,,,,106.3,,,,,,
1984-07-01,1984,7.0,,,,106.5,,,,,,
1984-08-01,1984,8.0,,,,106.8,,,,,,
1984-09-01,1984,9.0,,,,106.7,,,,,,
1984-10-01,1984,10.0,,,,106.7,,,,,,
1984-11-01,1984,11.0,,,,106.6,,,,,,
1984-12-01,1984,12.0,,,,106.8,,,,,,
1985-01-01,1985,1.0,,,,107.1,,,,,,
1985-02-01,1985,2.0,,,,107.0,,,,,,
1985-03-01,1985,3.0,,,,107.1,,,,,,
1985-04-01,1985,4.0,,,,107.2,,,,,,
1985-05-01,1985,5.0,,,,107.9,,,,,,
1985-06-01,1985,6.0,,,,108.5,,,,,,
1985-07-01,1985,7.0,,,,108.2,,,,,,
1985-08-01,1985,8.0,,,,107.9,,,,,,
1985-09-01,1985,9.0,,,,107.4,,,,,,
1985-10-01,1985,10.0,,,,107.5,,,,,,
1985-11-01,1985,11.0,,,,107.3,,,,,,
1985-12-01,1985,12.0,,,,107.6,,,,,,
1986-01-01,1986,1.0,,,,106.7,,,,,,
1986-02-01,1986,2.0,,,,106.7,,,,,,
1986-03-01,1986,3.0,,,,106.9,,,,,,
1986-04-01,1986,4.0,,,,107.6,,,,,,
1986-05-01,1986,5.0,,,,107.7,,,,,,
1986-06-01,1986,6.0,,,,107.4,,,,,,
1986-07-01,1986,7.0,,,,107.5,,,,,,
1986-08-01,1986,8.0,,,,107.4,,,,,,
1986-09-01,1986,9.0,,,,107.7,,,,,,
1986-10-01,1986,10.0,,,,107.6,,,,,,
1986-11-01,1986,11.0,,,,107.6,,,,,,
1986-12-01,1986,12.0,,,,107.3,,,,,,
1987-01-01,1987,1.0,,,,107.6,,,,,,
1987-02-01,1987,2.0,,,,107.9,,,,,,
1987-03-01,1987,3.0,,,,108.1,,,,,,
1987-04-01,1987,4.0,,,,108.3,,,,,,
1987-05-01,1987,5.0,,,,108.3,,,,,,
1987-06-01,1987,6.0,,,,108.6,,,,,,
1987-07-01,1987,7.0,,,,109.2,,,,,,
1987-08-01,1987,8.0,,,,109.7,,,,,,
1987-09-01,1987,9.0,,,,110.5,,,,,,
1987-10-01,1987,10.0,,,,111.5,,,,,,
1987-11-01,1987,11.0,,,,112.2,,,,,,
1987-12-01,1987,12.0,,,,112.6,,,,,,
1988-01-01,1988,1.0,,,,113.9,,,,,,
1988-02-01,1988,2.0,,,,114.0,,,,,,
1988-03-01,1988,3.0,,,,114.2,,,,,,
1988-04-01,1988,4.0,,,,114.9,,,,,,
1988-05-01,1988,5.0,,,,115.2,,,,,,
1988-06-01,1988,6.0,,,,115.3,,,,,,
1988-07-01,1988,7.0,,,,115.9,,,,,,
1988-08-01,1988,8.0,,,,116.1,,,,,,
1988-09-01,1988,9.0,,,,116.3,,,,,,
1988-10-01,1988,10.0,,,,117.1,,,,,,
1988-11-01,1988,11.0,,,,117.4,,,,,,
1988-12-01,1988,12.0,,,,117.6,,,,,,
1989-01-01,1989,1.0,,,,118.3,,,,,,
1989-02-01,1989,2.0,,,,118.6,,,,,,
1989-03-01,1989,3.0,,,,118.9,,,,,,
1989-04-01,1989,4.0,,,,119.3,,,,,,
1989-05-01,1989,5.0,,,,119.6,,,,,,
1989-06-01,1989,6.0,,,,119.6,,,,,,
1989-07-01,1989,7.0,,,,119.8,,,,,,
1989-08-01,1989,8.0,,,,119.5,,,,,,
1989-09-01,1989,9.0,,,,119.9,,,,,,
1989-10-01,1989,10.0,,,,120.6,,,,,,
1989-11-01,1989,11.0,,,,120.2,,,,,,
1989-12-01,1989,12.0,,,,119.4,,,,,,
1990-01-01,1990,1.0,,,,119.1,,,,,,
1990-02-01,1990,2.0,,,,119.0,,,,,,
1990-03-01,1990,3.0,,,,119.6,,,,,,
1990-04-01,1990,4.0,,,,120.1,,,,,,
1990-05-01,1990,5.0,,,,120.1,,,,,,
1990-06-01,1990,6.0,,,,119.5,,,,,,
1990-07-01,1990,7.0,,,,119.7,,,,,,
1990-08-01,1990,8.0,,,,119.5,,,,,,
1990-09-01,1990,9.0,,,,119.8,,,,,,
1990-10-01,1990,10.0,,,,119.6,,,,,,
1990-11-01,1990,11.0,,,,119.7,,,,,,
1990-12-01,1990,12.0,,,,119.7,,,,,,
1991-01-01,1991,1.0,,,,120.0,,,,,,
1991-02-01,1991,2.0,,,,119.9,,,,,,
1991-03-01,1991,3.0,,,,120.0,,,,,,
1991-04-01,1991,4.0,,,,120.1,,,,,,
1991-05-01,1991,5.0,,,,120.6,,,,,,
1991-06-01,1991,6.0,,,,121.4,,,,,,
1991-07-01,1991,7.0,,,,121.5,,,,,,
1991-08-01,1991,8.0,,,,120.3,,,,,,
1991-09-01,1991,9.0,,,,120.3,,,,,,
1991-10-01,1991,10.0,,,,120.2,,,,,,
1991-11-01,1991,11.0,,,,120.1,,,,,,
1991-12-01,1991,12.0,,,,120.2,,,,,,
1992-01-01,1992,1.0,,,,120.6,,,,,,
1992-02-01,1992,2.0,,,,121.9,,,,,,
1992-03-01,1992,3.0,,,,122.7,,,,,,
1992-04-01,1992,4.0,,,,122.8,,,,,,
1992-05-01,1992,5.0,,,,122.7,,,,,,
1992-06-01,1992,6.0,,,,122.6,,,,,,
1992-07-01,1992,7.0,,,,122.4,,,,,,
1992-08-01,1992,8.0,,,,122.4,,,,,,
1992-09-01,1992,9.0,,,,123.0,,,,,,
1992-10-01,1992,10.0,,,,122.6,,,,,,
1992-11-01,1992,11.0,,,,122.7,,,,,,
1992-12-01,1992,12.0,,,,123.7,,,,,,
1993-01-01,1993,1.0,,,,125.2,,,,,,
1993-02-01,1993,2.0,,,,127.4,,,,,,
1993-03-01,1993,3.0,,,,129.2,,,,,,
1993-04-01,1993,4.0,,,,129.5,,,,,,
1993-05-01,1993,5.0,,,,128.5,,,,,,
1993-06-01,1993,6.0,,,,127.7,,,,,,
1993-07-01,1993,7.0,,,,127.4,,,,,,
1993-08-01,1993,8.0,,,,128.2,,,,,,
1993-09-01,1993,9.0,,,,129.1,,,,,,
1993-10-01,1993,10.0,,,,129.3,,,,,,
1993-11-01,1993,11.0,,,,130.3,,,,,,
1993-12-01,1993,12.0,,,,131.4,,,,,,
1994-01-01,1994,1.0,,,,132.5,,,,,,
1994-02-01,1994,2.0,,,,132.4,,,,,,
1994-03-01,1994,3.0,,,,132.7,,,,,,
1994-04-01,1994,4.0,,,,132.1,,,,,,
1994-05-01,1994,5.0,,,,132.4,,,,,,
1994-06-01,1994,6.0,,,,133.3,,,,,,
1994-07-01,1994,7.0,,,,133.4,,,,,,
1994-08-01,1994,8.0,,,,134.1,,,,,,
1994-09-01,1994,9.0,,,,135.0,,,,,,
1994-10-01,1994,10.0,,,,135.3,,,,,,
1994-11-01,1994,11.0,,,,136.5,,,,,,
1994-12-01,1994,12.0,,,,136.5,,,,,,
1995-01-01,1995,1.0,,,,137.4,,,,,,
1995-02-01,1995,2.0,,,,138.0,,,,,,
1995-03-01,1995,3.0,,,,138.6,,,,,,
1995-04-01,1995,4.0,,,,139.2,,,,,,
1995-05-01,1995,5.0,,,,139.3,,,,,,
1995-06-01,1995,6.0,,,,138.9,,,,,,
1995-07-01,1995,7.0,,,,139.6,,,,,,
1995-08-01,1995,8.0,,,,139.8,,,,,,
1995-09-01,1995,9.0,,,,139.7,,,,,,
1995-10-01,1995,10.0,,,,139.1,,,,,,
1995-11-01,1995,11.0,,,,138.4,,,,,,
1995-12-01,1995,12.0,,,,138.1,,,,,,
1996-01-01,1996,1.0,,,,137.7,,,,,,
1996-02-01,1996,2.0,,,,137.7,,,,,,
1996-03-01,1996,3.0,,,,137.8,,,,,,
1996-04-01,1996,4.0,,,,138.2,,,,,,
1996-05-01,1996,5.0,,,,139.6,,,,,,
1996-06-01,1996,6.0,,,,140.0,,,,,,
1996-07-01,1996,7.0,,,,139.9,,,,,,
1996-08-01,1996,8.0,,,,140.4,,,,,,
1996-09-01,1996,9.0,,,,141.4,,,,,,
1996-10-01,1996,10.0,,,,140.7,,,,,,
1996-11-01,1996,11.0,,,,141.3,,,,,,
1996-12-01,1996,12.0,,,,140.9,,,,,,
1997-01-01,1997,1.0,,,,141.1,,,,,,
1997-02-01,1997,2.0,,,,141.8,,,,,,
1997-03-01,1997,3.0,,,,142.1,,,,,,
1997-04-01,1997,4.0,,,,142.6,,,,,,
1997-05-01,1997,5.0,,,,142.6,,,,,,
1997-06-01,1997,6.0,,,,142.5,,,,,,
1997-07-01,1997,7.0,,,,142.8,,,,,,
1997-08-01,1997,8.0,,,,142.6,,,,,,
1997-09-01,1997,9.0,,,,142.1,,,,,,
1997-10-01,1997,10.0,,,,141.5,,,,,,
1997-11-01,1997,11.0,,,,141.8,,,,,,
1997-12-01,1997,12.0,,,,141.4,,,,,,
1998-01-01,1998,1.0,,,,141.2,,,,,,
1998-02-01,1998,2.0,,,,141.3,,,,,,
1998-03-01,1998,3.0,,,,141.4,,,,,,
1998-04-01,1998,4.0,,,,141.8,,,,,,
1998-05-01,1998,5.0,,,,141.6,,,,,,
1998-06-01,1998,6.0,,,,141.2,,,,,,
1998-07-01,1998,7.0,,,,141.9,,,,,,
1998-08-01,1998,8.0,,,,142.4,,,,,,
1998-09-01,1998,9.0,,,,142.0,,,,,,
1998-10-01,1998,10.0,,,,140.8,,,,,,
1998-11-01,1998,11.0,,,,140.5,,,,,,
1998-12-01,1998,12.0,,,,140.5,,,,,,
1999-01-01,1999,1.0,,,,140.5,,,,,,
1999-02-01,1999,2.0,,,,141.1,,,,,,
1999-03-01,1999,3.0,,,,141.6,,,,,,
1999-04-01,1999,4.0,,,,141.6,,,,,,
1999-05-01,1999,5.0,,,,142.3,,,,,,
1999-06-01,1999,6.0,,,,143.9,,,,,,
1999-07-01,1999,7.0,,,,145.0,,,,,,
1999-08-01,1999,8.0,,,,144.8,,,,,,
1999-09-01,1999,9.0,,,,143.5,,,,,,
1999-10-01,1999,10.0,,,,142.6,,,,,,
1999-11-01,1999,11.0,,,,142.9,,,,,,
1999-12-01,1999,12.0,,,,143.3,,,,,,
2000-01-01,2000,1.0,,,,144.1,,,,,,
2000-02-01,2000,2.0,,,,144.7,,,,,,
2000-03-01,2000,3.0,,,,145.4,,,,,,
2000-04-01,2000,4.0,,,,145.6,,,,,,
2000-05-01,2000,5.0,,,,144.9,,,,,,
2000-06-01,2000,6.0,,,,145.0,,,,,,
2000-07-01,2000,7.0,,,,144.4,,,,,,
2000-08-01,2000,8.0,,,,143.7,,,,,,
2000-09-01,2000,9.0,,,,143.4,,,,,,
2000-10-01,2000,10.0,,,,143.3,,,,,,
2000-11-01,2000,11.0,,,,142.7,,,,,,
2000-12-01,2000,12.0,,,,142.5,,,,,,
2001-01-01,2001,1.0,,,,142.0,,,,,,
2001-02-01,2001,2.0,,,,142.4,,,,,,
2001-03-01,2001,3.0,,,,142.4,,,,,,
2001-04-01,2001,4.0,,,,142.5,,,,,,
2001-05-01,2001,5.0,,,,144.2,,,,,,
2001-06-01,2001,6.0,,,,144.3,,,,,,
2001-07-01,2001,7.0,,,,143.4,,,,,,
2001-08-01,2001,8.0,,,,143.3,,,,,,
2001-09-01,2001,9.0,,,,143.0,,,,,,
2001-10-01,2001,10.0,,,,142.3,,,,,,
2001-11-01,2001,11.0,,,,142.1,,,,,,
2001-12-01,2001,12.0,,,,141.7,,,,,,
2002-01-01,2002,1.0,,,,142.0,,,,,,
2002-02-01,2002,2.0,,,,142.2,,,,,,
2002-03-01,2002,3.0,,,,143.2,,,,,,
2002-04-01,2002,4.0,,,,143.5,,,,,,
2002-05-01,2002,5.0,,,,143.8,,,,,,
2002-06-01,2002,6.0,,,,144.3,,,,,,
2002-07-01,2002,7.0,,,,144.7,,,,,,
2002-08-01,2002,8.0,,,,145.1,,,,,,
2002-09-01,2002,9.0,,,,145.4,,,,,,
2002-10-01,2002,10.0,,,,145.0,,,,,,
2002-11-01,2002,11.0,,,,144.6,,,,,,
2002-12-01,2002,12.0,,,,144.3,,,,,,
2003-01-01,2003,1.0,,,,144.4,,,,,,
2003-02-01,2003,2.0,,,,145.2,,,,,,
2003-03-01,2003,3.0,,,,145.2,,,,,,
2003-04-01,2003,4.0,,,,145.9,,,,,,
2003-05-01,2003,5.0,,,,145.8,,,,,,
2003-06-01,2003,6.0,,,,146.1,,,,,,
2003-07-01,2003,7.0,,,,147.0,,,,,,
2003-08-01,2003,8.0,,,,147.2,,,,,,
2003-09-01,2003,9.0,,,,149.0,,,,,,
2003-10-01,2003,10.0,,,,149.6,,,,,,
2003-11-01,2003,11.0,,,,150.2,,,,,,
2003-12-01,2003,12.0,,,,149.7,,,,,,
2004-01-01,2004,1.0,,,,150.0,,,,,,
2004-02-01,2004,2.0,,,,153.4,,,,,,
2004-03-01,2004,3.0,,,,156.5,,,,,,
2004-04-01,2004,4.0,,,,160.1,,,,,,
2004-05-01,2004,5.0,,,,162.7,,,,,,
2004-06-01,2004,6.0,,,,162.0,,,,,,
2004-07-01,2004,7.0,,,,162.2,,,,,,
2004-08-01,2004,8.0,,,,165.9,,,,,,
2004-09-01,2004,9.0,,,,167.2,,,,,,
2004-10-01,2004,10.0,,,,165.9,,,,,,
2004-11-01,2004,11.0,,,,165.5,,,,,,
2004-12-01,2004,12.0,,,,166.3,,,,,,
2005-01-01,2005,1.0,,,,168.6,,,,,,
2005-02-01,2005,2.0,,,,170.4,,,,,,
2005-03-01,2005,3.0,,,,170.0,,,,,,
2005-04-01,2005,4.0,,,,170.0,,,,,,
2005-05-01,2005,5.0,,,,168.1,,,,,,
2005-06-01,2005,6.0,,,,167.8,,,,,,
2005-07-01,2005,7.0,,,,167.2,,,,,,
2005-08-01,2005,8.0,,,,165.9,,,,,,
2005-09-01,2005,9.0,,,,168.9,,,,,,
2005-10-01,2005,10.0,,,,171.6,,,,,,
2005-11-01,2005,11.0,,,,172.7,,,,,,
2005-12-01,2005,12.0,,,,173.5,,,,,,
2006-01-01,2006,1.0,,,,177.2,,,,,,
2006-02-01,2006,2.0,,,,177.7,,,,,,
2006-03-01,2006,3.0,,,,178.3,,,,,,
2006-04-01,2006,4.0,,,,179.0,,,,,,
2006-05-01,2006,5.0,,,,179.9,,,,,,
2006-06-01,2006,6.0,,,,180.7,,,,,,
2006-07-01,2006,7.0,,,,182.3,,,,,,
2006-08-01,2006,8.0,,,,182.6,,,,,,
2006-09-01,2006,9.0,,,,183.3,,,,,,
2006-10-01,2006,10.0,,,,182.3,,,,,,
2006-11-01,2006,11.0,,,,179.8,,,,,,
2006-12-01,2006,12.0,,,,179.8,,,,,,
2007-01-01,2007,1.0,,,,181.1,,,,,,
2007-02-01,2007,2.0,,,,181.5,,,,,,
2007-03-01,2007,3.0,,,,182.5,,,,,,
2007-04-01,2007,4.0,,,,183.7,,,,,,
2007-05-01,2007,5.0,,,,184.0,,,,,,
2007-06-01,2007,6.0,,,,184.0,,,,,,
2007-07-01,2007,7.0,,,,184.2,,,,,,
2007-08-01,2007,8.0,,,,183.9,,,,,,
2007-09-01,2007,9.0,,,,183.4,,,,,,
2007-10-01,2007,10.0,,,,183.0,,,,,,
2007-11-01,2007,11.0,,,,183.3,,,,,,
2007-12-01,2007,12.0,,,,183.5,,,,,,
2008-01-01,2008,1.0,,,,184.3,,,,,,
2008-02-01,2008,2.0,,,,185.7,,,,,,
2008-03-01,2008,3.0,,,,187.8,,,,,,
2008-04-01,2008,4.0,,,,190.9,,,,,,
2008-05-01,2008,5.0,,,,195.8,,,,,,
2008-06-01,2008,6.0,,,,200.4,,,,,,
2008-07-01,2008,7.0,,,,203.4,,,,,,
2008-08-01,2008,8.0,,,,206.5,,,,,,
2008-09-01,2008,9.0,,,,206.3,,,,,,
2008-10-01,2008,10.0,,,,201.8,,,,,,
2008-11-01,2008,11.0,,,,199.6,,,,,,
2008-12-01,2008,12.0,,,,194.8,,,,,,
2009-01-01,2009,1.0,,,,193.3,,,,,,
2009-02-01,2009,2.0,,,,191.2,,,,,,
2009-03-01,2009,3.0,,,,190.2,,,,,,
2009-04-01,2009,4.0,,,,188.1,,,,,,
2009-05-01,2009,5.0,,,,186.9,,,,,,
2009-06-01,2009,6.0,,,,187.1,,,,,,
2009-07-01,2009,7.0,,,,187.6,,,,,,
2009-08-01,2009,8.0,,,,188.1,,,,,,
2009-09-01,2009,9.0,,,,189.3,,,,,,
2009-10-01,2009,10.0,,,,189.7,,,,,,
2009-11-01,2009,11.0,,,,189.2,,,,,,
2009-12-01,2009,12.0,,,,189.4,,,,,,
2010-01-01,2010,1.0,,,,190.3,,,,,,
2010-02-01,2010,2.0,,,,192.2,,,,,,
2010-03-01,2010,3.0,,,,193.7,,,,,,
2010-04-01,2010,4.0,,,,196.5,,,,,,
2010-05-01,2010,5.0,,,,198.9,,,,,,
2010-06-01,2010,6.0,,,,197.2,,,,,,
2010-07-01,2010,7.0,,,,195.6,,,,,,
2010-08-01,2010,8.0,,,,194.1,,,,,,
2010-09-01,2010,9.0,,,,193.9,,,,,,
2010-10-01,2010,10.0,,,,193.8,,,,,,
2010-11-01,2010,11.0,,,,193.6,,,,,,
2010-12-01,2010,12.0,,,,194.2,,,,,,
2011-01-01,2011,1.0,,,,195.9,,,,,,
2011-02-01,2011,2.0,,,,198.1,,,,,,
2011-03-01,2011,3.0,,,,199.7,,,,,,
2011-04-01,2011,4.0,,,,201.1,,,,,,
2011-05-01,2011,5.0,,,,201.6,,,,,,
2011-06-01,2011,6.0,,,,201.9,,,,,,
2011-07-01,2011,7.0,,,,202.6,,,,,,
2011-08-01,2011,8.0,,,,202.8,,,,,,
2011-09-01,2011,9.0,,,,202.7,,,,,,
2011-10-01,2011,10.0,,,,202.7,,,,,,
2011-11-01,2011,11.0,,,,202.2,,,,,,
2011-12-01,2011,12.0,,,,202.2,,,,,,
2012-01-01,2012,1.0,,,,203.9,,,,,,
2012-02-01,2012,2.0,,,,205.1,,,,,,
2012-03-01,2012,3.0,,,,205.7,,,,,,
2012-04-01,2012,4.0,,,,206.3,,,,,,
2012-05-01,2012,5.0,,,,206.5,,,,,,
2012-06-01,2012,6.0,,,,206.6,,,,,,
2012-07-01,2012,7.0,,,,206.2,,,,,,
2012-08-01,2012,8.0,,,,205.5,,,,,,
2012-09-01,2012,9.0,,,,206.6,,,,,,
2012-10-01,2012,10.0,,,,205.5,,,,,,
2012-11-01,2012,11.0,,,,205.6,,,,,,
2012-12-01,2012,12.0,,,,206.4,,,,,,
2013-01-01,2013,1.0,,,,208.4,,,,,,
2013-02-01,2013,2.0,,,,209.1,,,,,,
2013-03-01,2013,3.0,,,,209.8,,,,,,
2013-04-01,2013,4.0,,,,210.7,,,,,,
2013-05-01,2013,5.0,,,,209.5,,,,,,
2013-06-01,2013,6.0,,,,208.8,,,,,,
2013-07-01,2013,7.0,,,,208.3,,,,,,
2013-08-01,2013,8.0,,,,208.9,,,,,,
2013-09-01,2013,9.0,,,,208.9,,,,,,
2013-10-01,2013,10.0,,,,209.3,,,,,,
2013-11-01,2013,11.0,,,,209.8,,,,,,
2013-12-01,2013,12.0,,,,209.8,,,,,,
2014-01-01,2014,1.0,,,,211.7,,,,,,
2014-02-01,2014,2.0,,,,212.7,,,,,,
2014-03-01,2014,3.0,,,,213.4,,,,,,
2014-04-01,2014,4.0,,,,213.6,,,,,,
2014-05-01,2014,5.0,,,,214.3,,,,,,
2014-06-01,2014,6.0,,,,214.5,,,,,,
2014-07-01,2014,7.0,,,,214.8,,,,,,
2014-08-01,2014,8.0,,,,215.5,,,,,,
2014-09-01,2014,9.0,,,,215.7,,,,,,
2014-10-01,2014,10.0,,,,215.9,,,,,,
2014-11-01,2014,11.0,,,,215.8,,,,,,
2014-12-01,2014,12.0,,,,215.5,,,,,,
2015-01-01,2015,1.0,,,,215.8,,,,,,
2015-02-01,2015,2.0,,,,215.3,,,,,,
2015-03-01,2015,3.0,,,,215.0,,,,,,
2015-04-01,2015,4.0,,,,214.5,,,,,,
2015-05-01,2015,5.0,,,,213.7,,,,,,
2015-06-01,2015,6.0,,,,213.7,,,,,,
2015-07-01,2015,7.0,,,,213.7,,,,,,
2015-08-01,2015,8.0,,,,213.3,,,,,,
2015-09-01,2015,9.0,,,,212.5,,,,,,
2015-10-01,2015,10.0,,,,212.4,,,,,,
2015-11-01,2015,11.0,,,,211.7,,,,,,
2015-12-01,2015,12.0,,,,210.9,,,,,,
2016-01-01,2016,1.0,,,,211.4,,,,,,
2016-02-01,2016,2.0,,,,211.3,,,,,,
2016-03-01,2016,3.0,,,,211.6,,,,,,
2016-04-01,2016,4.0,,,,212.7,,,,,,
2016-05-01,2016,5.0,,,,213.7,,,,,,
2016-06-01,2016,6.0,,,,214.6,,,,,,
2016-07-01,2016,7.0,,,,215.3,,,,,,
2016-08-01,2016,8.0,,,,216.0,,,,,,
2016-09-01,2016,9.0,,,,215.3,,,,,,
2016-10-01,2016,10.0,,,,214.8,,,,,,
2016-11-01,2016,11.0,,,,214.5,,,,,,
2016-12-01,2016,12.0,,,,215.5,,,,,,
2017-01-01,2017,1.0,,,,217.3,,,,,,
2017-02-01,2017,2.0,,,,218.8,,,,,,
2017-03-01,2017,3.0,,,,219.7,,,,,,
